    [5, 2, 3, 21, 1, 21, 1, 2, 29, 3, 1, 18, 5, 18, 2, 18, 3, 5, 41, 4, 41, 1, 41, 3, 4, 50, 2, 50, 3, 50];  
    [5, 2, 3, 38, 5, 38, 2, 4, 54, 2, 54, 2, 5, 16, 1, 16, 3, 1, 52, 4, 52, 3, 52, 2, 2, 52, 5, 52];  
    [5, 3, 5, 37, 4, 37, 1, 37, 2, 1, 54, 4, 54, 3, 3, 74, 4, 74, 5, 74, 1, 2, 62, 3, 4, 57, 5, 57, 3, 57];  
    [5, 2, 5, 57, 1, 57, 1, 1, 81, 1, 2, 61, 3, 4, 68, 3, 68, 2, 68, 1, 3, 30];  
    [5, 2, 5, 81, 2, 81, 2, 1, 79, 4, 79, 3, 2, 89, 5, 89, 1, 89, 3, 3, 89, 2, 89, 5, 89, 2, 4, 11, 5, 11];  
    [5, 3, 4, 33, 2, 33, 3, 33, 2, 3, 20, 2, 20, 1, 1, 91, 2, 5, 20, 1, 20, 2, 2, 66, 1, 66];  
    [5, 2, 5, 24, 2, 24, 1, 2, 84, 2, 1, 32, 4, 32, 2, 3, 55, 1, 55, 1, 4, 8];  
    [5, 1, 5, 56, 2, 1, 7, 2, 7, 2, 4, 54, 5, 54, 3, 3, 64, 1, 64, 2, 64, 2, 2, 39, 5, 39];  
    [5, 3, 5, 40, 1, 40, 4, 40, 2, 2, 83, 3, 83, 2, 1, 19, 2, 19, 1, 3, 8, 1, 4, 7];  
};

dataArray = {
    [10, 5, 2];
    [5, 1, 1, 12, 1, 3, 94, 2, 4, 92, 3, 92, 2, 5, 91, 1, 91, 1, 2, 7];
    [5, 2, 2, 19, 3, 19, 2, 4, 11, 3, 11, 3, 5, 66, 2, 66, 4, 66, 2, 3, 21, 1, 21, 3, 1, 87, 2, 87, 3, 87];
    [5, 2, 2, 14, 3, 14, 2, 1, 75, 2, 75, 2, 4, 13, 1, 13, 3, 5, 16, 4, 16, 1, 16, 1, 3, 20];
    [5, 2, 3, 95, 4, 95, 1, 5, 66, 1, 1, 7, 3, 4, 7, 1, 7, 5, 7, 3, 2, 77, 5, 77, 4, 77];
    [5, 3, 2, 45, 3, 45, 4, 45, 1, 4, 6, 1, 5, 89, 2, 1, 15, 2, 15, 1, 3, 34];
    [5, 3, 4, 77, 3, 77, 2, 77, 1, 3, 20, 2, 1, 76, 5, 76, 3, 5, 88, 2, 88, 4, 88, 3, 2, 53, 5, 53, 1, 53];
    [5, 3, 3, 74, 2, 74, 5, 74, 2, 2, 88, 5, 88, 3, 1, 52, 2, 52, 4, 52, 3, 4, 27, 5, 27, 3, 27, 1, 5, 9];
    [5, 1, 2, 88, 2, 4, 69, 1, 69, 2, 1, 62, 3, 62, 3, 5, 98, 2, 98, 1, 98, 2, 3, 52, 4, 52];
    [5, 2, 3, 61, 1, 61, 1, 5, 9, 1, 1, 62, 2, 2, 52, 4, 52, 2, 4, 90, 3, 90];
    [5, 2, 3, 54, 1, 54, 2, 5, 5, 2, 5, 3, 4, 59, 1, 59, 5, 59, 2, 2, 15, 3, 15, 3, 1, 88, 3, 88, 5, 88];
};
dataArray = {
    [10, 5, 2];
    [5, 1, 2, 72, 1, 1, 87, 2, 5, 95, 3, 95, 2, 3, 66, 1, 66, 1, 4, 60];
    [5, 2, 5, 5, 3, 5, 2, 4, 35, 3, 35, 3, 1, 48, 5, 48, 2, 48, 3, 3, 39, 4, 39, 5, 39, 2, 2, 54, 1, 54];
    [5, 3, 2, 46, 3, 46, 5, 46, 2, 4, 20, 5, 20, 2, 3, 21, 2, 21, 2, 1, 97, 4, 97, 2, 5, 55, 1, 55];
    [5, 1, 1, 59, 2, 4, 19, 2, 19, 1, 5, 46, 3, 2, 34, 4, 34, 1, 34, 2, 3, 37, 4, 37];
    [5, 3, 5, 23, 4, 23, 3, 23, 3, 3, 73, 4, 73, 5, 73, 1, 4, 25, 2, 2, 24, 1, 24, 1, 1, 28];
    [5, 1, 4, 28, 3, 1, 45, 3, 45, 2, 45, 1, 5, 5, 2, 2, 78, 5, 78, 3, 3, 83, 2, 83, 5, 83];
    [5, 1, 1, 53, 3, 4, 71, 5, 71, 2, 71, 1, 2, 37, 3, 5, 29, 2, 29, 3, 29, 2, 3, 12, 5, 12];
    [5, 3, 5, 12, 2, 12, 4, 12, 3, 3, 87, 5, 87, 2, 87, 1, 4, 33, 2, 2, 55, 1, 55, 2, 1, 38, 3, 38];
    [5, 3, 3, 49, 2, 49, 1, 49, 2, 4, 83, 3, 83, 2, 2, 40, 4, 40, 1, 1, 48, 2, 5, 7, 2, 7];
    [5, 2, 3, 65, 5, 65, 3, 4, 17, 3, 17, 1, 17, 2, 1, 90, 2, 90, 3, 5, 27, 4, 27, 1, 27, 3, 2, 23, 5, 23, 3, 23];
};

%% 20×5 %%
dataArray = {
    [20, 5, 2];  % 第一行描述数据维度
    [5, 1, 3, 34, 1, 2, 21, 2, 1, 53, 3, 53, 2, 4, 55, 1, 55, 1, 5, 95];  % 工件1的数据
    [5, 2, 1, 21, 3, 21, 2, 4, 52, 3, 52, 3, 2, 71, 5, 71, 4, 71, 2, 5, 16, 1, 16, 3, 3, 26, 2, 26, 5, 26];  % 工件2的数据
    [5, 2, 1, 12, 5, 12, 2, 2, 42, 4, 42, 3, 3, 31, 4, 31, 1, 31, 1, 5, 98, 2, 4, 39, 2, 39];  % 工件3的数据
    [5, 1, 3, 66, 3, 4, 77, 1, 77, 5, 77, 3, 5, 79, 4, 79, 3, 79, 3, 1, 55, 4, 55, 5, 55, 1, 2, 77];  % 工件4的数据
    [5, 2, 1, 83, 2, 83, 1, 5, 37, 3, 4, 34, 3, 34, 2, 34, 1, 2, 19, 2, 3, 64, 5, 64];  % 工件5的数据
    [5, 3, 5, 79, 2, 79, 4, 79, 3, 3, 43, 5, 43, 2, 43, 1, 1, 92, 3, 4, 62, 2, 62, 3, 62, 2, 2, 54, 3, 54];  % 工件6的数据
    [5, 1, 1, 93, 3, 5, 77, 2, 77, 4, 77, 3, 3, 87, 5, 87, 2, 87, 1, 2, 87, 2, 4, 69, 1, 69];  % 工件7的数据
    [5, 2, 5, 83, 1, 83, 2, 4, 24, 5, 24, 2, 2, 41, 1, 41, 2, 3, 38, 4, 38, 2, 1, 60, 4, 60];  % 工件8的数据
    [5, 1, 5, 25, 2, 2, 49, 4, 49, 2, 1, 44, 3, 44, 2, 3, 98, 1, 98, 2, 4, 17, 2, 17];  % 工件9的数据
    [5, 3, 1, 96, 4, 96, 5, 96, 2, 2, 75, 3, 75, 3, 3, 43, 5, 43, 1, 43, 2, 5, 77, 1, 77, 3, 4, 79, 2, 79, 5, 79];  % 工件10的数据
    [5, 1, 1, 95, 2, 4, 76, 3, 76, 3, 2, 7, 3, 7, 1, 7, 2, 5, 28, 2, 28, 2, 3, 35, 2, 35];  % 工件11的数据
    [5, 1, 5, 10, 2, 3, 95, 4, 95, 3, 1, 61, 2, 61, 4, 61, 2, 2, 9, 1, 9, 1, 4, 35];  % 工件12的数据
    [5, 1, 2, 91, 3, 3, 59, 5, 59, 4, 59, 3, 5, 59, 2, 59, 3, 59, 3, 1, 46, 3, 46, 5, 46, 2, 4, 16, 2, 16];  % 工件13的数据
    [5, 2, 3, 27, 4, 27, 1, 2, 52, 3, 5, 43, 2, 43, 1, 43, 1, 1, 28, 1, 4, 50];  % 工件14的数据
    [5, 3, 5, 9, 2, 9, 4, 9, 1, 1, 87, 3, 4, 41, 5, 41, 3, 41, 3, 3, 39, 5, 39, 1, 39, 1, 2, 45];  % 工件15的数据
    [5, 2, 2, 54, 4, 54, 3, 1, 20, 3, 20, 2, 20, 1, 5, 43, 1, 4, 14, 3, 3, 71, 1, 71, 5, 71];  % 工件16的数据
    [5, 1, 5, 33, 3, 2, 28, 1, 28, 5, 28, 1, 4, 26, 2, 1, 78, 4, 78, 3, 3, 37, 1, 37, 5, 37];  % 工件17的数据
    [5, 1, 2, 89, 1, 1, 33, 3, 3, 8, 4, 8, 2, 8, 3, 4, 66, 2, 66, 3, 66, 1, 5, 42];  % 工件18的数据
    [5, 3, 5, 84, 1, 84, 2, 84, 1, 1, 69, 1, 3, 94, 1, 2, 74, 2, 4, 27, 3, 27];  % 工件19的数据
    [5, 2, 5, 81, 1, 81, 2, 3, 45, 2, 45, 3, 2, 78, 4, 78, 3, 78, 3, 4, 69, 1, 69, 5, 69, 3, 1, 96, 4, 96, 2, 96];  % 工件20的数据
};

dataArray = {
    [20, 5, 2];
    [5, 1, 2, 23, 1, 1, 82, 2, 5, 84, 3, 84, 2, 3, 45, 1, 45, 1, 4, 38];
    [5, 2, 4, 50, 3, 50, 2, 5, 41, 3, 41, 3, 2, 29, 5, 29, 4, 29, 2, 1, 18, 2, 18, 3, 3, 21, 5, 21, 1, 21];
    [5, 2, 5, 16, 4, 16, 3, 4, 54, 1, 54, 3, 54, 2, 2, 52, 5, 52, 3, 3, 38, 4, 38, 1, 38, 2, 1, 52, 4, 52];
    [5, 3, 2, 62, 4, 62, 5, 62, 1, 4, 57, 3, 5, 37, 4, 37, 3, 37, 2, 3, 74, 1, 74, 1, 1, 54];
    [5, 1, 4, 68, 3, 2, 61, 3, 61, 5, 61, 3, 3, 30, 2, 30, 5, 30, 1, 1, 81, 3, 5, 57, 2, 57, 1, 57];
    [5, 3, 2, 89, 3, 89, 5, 89, 2, 3, 89, 5, 89, 3, 4, 11, 2, 11, 3, 11, 2, 1, 79, 3, 79, 1, 5, 81];
    [5, 1, 2, 66, 2, 1, 91, 4, 91, 2, 4, 33, 3, 33, 3, 5, 20, 2, 20, 1, 20, 2, 3, 20, 4, 20];
    [5, 2, 4, 8, 1, 8, 1, 5, 24, 1, 3, 55, 2, 1, 32, 2, 32, 2, 2, 84, 5, 84];
    [5, 3, 1, 7, 3, 7, 2, 7, 2, 3, 64, 5, 64, 3, 2, 39, 1, 39, 4, 39, 2, 5, 56, 3, 56, 2, 4, 54, 2, 54];
    [5, 1, 1, 19, 1, 5, 40, 1, 4, 7, 2, 3, 8, 5, 8, 1, 2, 83];
    [5, 2, 1, 63, 5, 63, 2, 3, 64, 5, 64, 1, 4, 91, 2, 5, 40, 3, 40, 3, 2, 6, 3, 6, 1, 6];
    [5, 2, 2, 42, 3, 42, 2, 4, 61, 2, 61, 3, 5, 15, 2, 15, 4, 15, 2, 3, 98, 1, 98, 1, 1, 74];
    [5, 1, 2, 80, 3, 1, 26, 3, 26, 5, 26, 2, 4, 75, 1, 75, 1, 5, 6, 2, 3, 87, 2, 87];
    [5, 3, 3, 39, 1, 39, 5, 39, 2, 5, 22, 2, 22, 2, 1, 75, 3, 75, 1, 4, 24, 1, 2, 44];
    [5, 3, 2, 15, 5, 15, 1, 15, 1, 4, 79, 1, 5, 8, 3, 1, 12, 2, 12, 4, 12, 1, 3, 20];
    [5, 3, 4, 26, 5, 26, 3, 26, 3, 3, 43, 5, 43, 1, 43, 1, 1, 80, 2, 5, 22, 4, 22, 3, 2, 61, 3, 61, 5, 61];
    [5, 1, 3, 62, 3, 2, 36, 1, 36, 3, 36, 3, 1, 63, 5, 63, 2, 63, 1, 4, 96, 3, 5, 40, 3, 40, 1, 40];
    [5, 1, 2, 33, 1, 4, 18, 1, 1, 22, 3, 5, 5, 4, 5, 2, 5, 3, 3, 10, 4, 10, 2, 10];
    [5, 3, 3, 64, 1, 64, 2, 64, 1, 5, 64, 2, 1, 89, 2, 89, 1, 2, 96, 1, 4, 95];
    [5, 2, 3, 18, 5, 18, 2, 5, 23, 2, 23, 3, 4, 15, 3, 15, 5, 15, 3, 2, 38, 1, 38, 5, 38, 3, 1, 8, 4, 8, 2, 8];
};
dataArray = {
    [20, 5, 2]; 
    [5, 1, 4, 60, 1, 1, 87, 2, 2, 72, 3, 72, 2, 5, 95, 1, 95, 1, 3, 66]; 
    [5, 2, 2, 54, 3, 54, 2, 1, 48, 3, 48, 3, 3, 39, 5, 39, 2, 39, 3, 4, 35, 5, 35, 1, 35, 3, 5, 5, 2, 5, 3, 5]; 
    [5, 2, 4, 20, 3, 20, 2, 2, 46, 1, 46, 2, 1, 97, 4, 97, 3, 3, 21, 4, 21, 1, 21, 1, 5, 55]; 
    [5, 2, 3, 37, 4, 37, 1, 1, 59, 1, 4, 19, 3, 2, 34, 4, 34, 1, 34, 2, 5, 46, 4, 46]; 
    [5, 3, 3, 73, 4, 73, 5, 73, 1, 4, 25, 3, 2, 24, 4, 24, 5, 24, 1, 1, 28, 2, 5, 23, 1, 23]; 
    [5, 1, 2, 78, 1, 4, 28, 3, 3, 83, 2, 83, 5, 83, 3, 1, 45, 2, 45, 5, 45, 1, 5, 5]; 
    [5, 3, 4, 71, 5, 71, 2, 71, 1, 2, 37, 3, 3, 12, 2, 12, 5, 12, 2, 5, 29, 2, 29, 2, 1, 53, 3, 53]; 
    [5, 2, 5, 12, 3, 12, 1, 4, 33, 1, 2, 55, 2, 3, 87, 1, 87, 2, 1, 38, 3, 38]; 
    [5, 3, 1, 48, 2, 48, 4, 48, 3, 2, 40, 3, 40, 1, 40, 1, 3, 49, 1, 4, 83, 2, 5, 7, 2, 7]; 
    [5, 2, 1, 90, 5, 90, 3, 5, 27, 3, 27, 1, 27, 2, 3, 65, 2, 65, 3, 4, 17, 1, 17, 5, 17, 2, 2, 23, 3, 23]; 
    [5, 3, 1, 62, 3, 62, 5, 62, 2, 4, 85, 5, 85, 1, 2, 66, 2, 3, 84, 1, 84, 3, 5, 19, 2, 19, 3, 19]; 
    [5, 3, 4, 59, 3, 59, 1, 59, 2, 3, 46, 2, 46, 2, 5, 13, 2, 13, 1, 2, 64, 2, 1, 25, 4, 25]; 
    [5, 3, 3, 53, 2, 53, 4, 53, 2, 2, 73, 1, 73, 1, 4, 80, 1, 5, 88, 3, 1, 41, 3, 41, 5, 41]; 
    [5, 2, 3, 57, 1, 57, 1, 5, 47, 2, 1, 14, 2, 14, 3, 2, 67, 1, 67, 3, 67, 2, 4, 74, 1, 74]; 
    [5, 2, 3, 41, 5, 41, 1, 5, 64, 1, 4, 84, 1, 2, 78, 3, 1, 84, 2, 84, 5, 84]; 
    [5, 3, 5, 52, 3, 52, 2, 52, 2, 4, 28, 2, 28, 3, 3, 26, 4, 26, 5, 26, 1, 1, 63, 2, 2, 46, 1, 46]; 
    [5, 3, 2, 11, 1, 11, 4, 11, 2, 1, 64, 4, 64, 3, 4, 10, 3, 10, 2, 10, 1, 5, 73, 1, 3, 17]; 
    [5, 3, 5, 38, 1, 38, 3, 38, 3, 4, 95, 1, 95, 5, 95, 1, 1, 85, 3, 2, 97, 1, 97, 5, 97, 1, 3, 67]; 
    [5, 2, 4, 93, 5, 93, 2, 2, 65, 1, 65, 1, 3, 95, 1, 1, 59, 1, 5, 46]; 
    [5, 3, 1, 60, 4, 60, 2, 60, 3, 2, 85, 4, 85, 3, 85, 1, 3, 43, 3, 5, 85, 1, 85, 2, 85, 1, 4, 32];
};
dataArray = {
    [20, 5, 2]; 
    [5, 1, 4, 5, 1, 5, 58, 2, 3, 44, 2, 44, 1, 1, 9, 1, 2, 58]; 
    [5, 2, 2, 89, 3, 89, 2, 5, 96, 3, 96, 3, 1, 97, 5, 97, 2, 97, 3, 3, 84, 4, 84, 5, 84, 2, 4, 77, 1, 77]; 
    [5, 3, 3, 81, 5, 81, 1, 81, 2, 4, 85, 1, 85, 3, 2, 87, 4, 87, 1, 87, 1, 5, 39, 2, 1, 77, 4, 77]; 
    [5, 1, 1, 15, 1, 4, 57, 3, 5, 73, 4, 73, 1, 73, 2, 2, 21, 4, 21, 3, 3, 31, 4, 31, 5, 31]; 
    [5, 1, 3, 48, 3, 5, 71, 4, 71, 3, 71, 2, 4, 70, 1, 70, 1, 1, 40, 1, 2, 49]; 
    [5, 3, 1, 10, 3, 10, 2, 10, 1, 5, 82, 2, 4, 34, 5, 34, 3, 3, 80, 2, 80, 5, 80, 1, 2, 22]; 
    [5, 3, 3, 17, 5, 17, 2, 17, 1, 1, 55, 3, 2, 91, 3, 91, 5, 91, 2, 5, 75, 2, 75, 2, 4, 7, 3, 7]; 
    [5, 2, 4, 47, 3, 47, 1, 3, 62, 1, 2, 72, 2, 5, 35, 1, 35, 2, 1, 11, 3, 11]; 
    [5, 3, 2, 90, 1, 90, 4, 90, 3, 3, 94, 1, 94, 4, 94, 1, 5, 50, 2, 1, 64, 2, 64, 2, 4, 75, 5, 75]; 
    [5, 3, 4, 15, 3, 15, 1, 15, 2, 3, 67, 2, 67, 3, 1, 12, 4, 12, 5, 12, 2, 5, 20, 3, 20, 3, 2, 71, 3, 71, 5, 71]; 
    [5, 2, 5, 93, 1, 93, 2, 3, 29, 1, 29, 3, 1, 52, 2, 52, 5, 52, 1, 2, 57, 2, 4, 68, 3, 68]; 
    [5, 3, 4, 77, 3, 77, 1, 77, 2, 2, 93, 3, 93, 2, 1, 58, 4, 58, 2, 3, 70, 4, 70, 3, 5, 7, 2, 7, 4, 7]; 
    [5, 2, 2, 63, 1, 63, 1, 4, 27, 1, 1, 95, 3, 5, 6, 3, 6, 4, 6, 3, 3, 82, 2, 82, 5, 82]; 
    [5, 1, 5, 36, 3, 1, 26, 3, 26, 5, 26, 2, 4, 48, 2, 48, 2, 3, 56, 4, 56, 1, 2, 87]; 
    [5, 3, 3, 36, 2, 36, 5, 36, 3, 2, 8, 5, 8, 3, 8, 3, 5, 15, 2, 15, 4, 15, 1, 4, 76, 3, 1, 36, 4, 36, 5, 36]; 
    [5, 1, 5, 78, 2, 2, 84, 1, 84, 3, 4, 41, 1, 41, 3, 41, 1, 1, 30, 1, 3, 76]; 
    [5, 1, 2, 78, 3, 1, 75, 3, 75, 5, 75, 1, 5, 88, 3, 4, 13, 1, 13, 5, 13, 1, 3, 81]; 
    [5, 2, 1, 54, 4, 54, 3, 5, 40, 3, 40, 1, 40, 1, 3, 13, 1, 2, 82, 1, 4, 29]; 
    [5, 3, 2, 26, 4, 26, 5, 26, 1, 5, 82, 3, 1, 52, 3, 52, 2, 52, 1, 4, 6, 2, 3, 6, 2, 6]; 
    [5, 1, 4, 54, 1, 2, 64, 2, 1, 54, 3, 54, 2, 3, 32, 5, 32, 2, 5, 88, 2, 88];
};
dataArray = { 
    [20, 5, 2]; 
    [5, 1, 1, 6, 1, 3, 40, 2, 2, 81, 3, 81, 2, 4, 37, 1, 37, 1, 5, 19]; 
    [5, 2, 3, 40, 1, 40, 1, 4, 32, 3, 1, 55, 5, 55, 2, 55, 3, 5, 81, 4, 81, 1, 81, 3, 2, 9, 3, 9, 5, 9]; 
    [5, 2, 2, 46, 5, 46, 2, 5, 65, 2, 65, 2, 3, 70, 1, 70, 3, 4, 55, 1, 55, 3, 55, 2, 1, 77, 2, 77]; 
    [5, 1, 3, 21, 3, 5, 65, 4, 65, 1, 65, 2, 1, 64, 4, 64, 3, 4, 25, 5, 25, 3, 25, 3, 2, 15, 4, 15, 5, 15]; 
    [5, 1, 3, 85, 2, 1, 40, 2, 40, 1, 2, 44, 3, 4, 24, 3, 24, 2, 24, 1, 5, 37]; 
    [5, 2, 1, 89, 5, 89, 3, 5, 29, 2, 29, 4, 29, 3, 2, 83, 5, 83, 1, 83, 3, 4, 31, 2, 31, 3, 31, 2, 3, 84, 5, 84]; 
    [5, 3, 5, 59, 2, 59, 4, 59, 3, 4, 38, 5, 38, 3, 38, 1, 2, 80, 1, 3, 30, 2, 1, 8, 4, 8]; 
    [5, 2, 1, 80, 3, 80, 3, 3, 56, 2, 56, 1, 56, 2, 2, 77, 4, 77, 2, 5, 41, 1, 41, 1, 4, 97]; 
    [5, 1, 5, 56, 2, 1, 91, 2, 91, 2, 4, 50, 5, 50, 3, 3, 71, 1, 71, 2, 71, 2, 2, 17, 5, 17]; 
    [5, 3, 2, 40, 1, 40, 4, 40, 2, 1, 88, 3, 88, 2, 5, 59, 2, 59, 1, 3, 7, 1, 4, 80]; 
    [5, 1, 1, 45, 2, 2, 29, 5, 29, 1, 3, 8, 2, 5, 77, 1, 77, 3, 4, 58, 2, 58, 5, 58]; 
    [5, 1, 3, 36, 2, 1, 54, 3, 54, 3, 4, 96, 3, 96, 1, 96, 2, 2, 9, 3, 9, 2, 5, 10, 4, 10]; 
    [5, 2, 1, 28, 4, 28, 3, 3, 73, 2, 73, 4, 73, 2, 2, 98, 1, 98, 1, 4, 92, 1, 5, 87]; 
    [5, 3, 1, 70, 3, 70, 5, 70, 2, 4, 86, 1, 86, 1, 3, 27, 2, 2, 99, 3, 99, 3, 5, 96, 3, 96, 1, 96]; 
    [5, 2, 2, 95, 5, 95, 1, 1, 59, 1, 5, 56, 1, 4, 85, 3, 3, 41, 2, 41, 5, 41]; 
    [5, 3, 2, 81, 5, 81, 3, 81, 3, 3, 92, 2, 92, 4, 92, 1, 5, 32, 3, 1, 52, 4, 52, 5, 52, 1, 4, 39]; 
    [5, 2, 2, 7, 1, 7, 3, 5, 22, 1, 22, 4, 22, 2, 3, 12, 4, 12, 3, 1, 88, 3, 88, 2, 88, 1, 4, 60]; 
    [5, 1, 4, 45, 3, 1, 93, 3, 93, 5, 93, 1, 3, 69, 3, 5, 49, 1, 49, 2, 49, 1, 2, 27]; 
    [5, 3, 1, 21, 3, 21, 5, 21, 1, 2, 84, 1, 3, 61, 3, 4, 68, 2, 68, 5, 68, 1, 5, 26]; 
    [5, 3, 2, 82, 3, 82, 1, 82, 3, 3, 33, 1, 33, 2, 33, 1, 5, 71, 1, 1, 99, 1, 4, 44];
};

%% 15×10 %%
dataArray = {
    [15, 10, 2]; 
    [10, 1, 3, 34, 1, 4, 55, 2, 6, 95, 3, 95, 2, 10, 16, 6, 16, 1, 5, 21, 2, 7, 71, 8, 71, 2, 1, 53, 8, 53, 3, 9, 52, 10, 52, 7, 52, 3, 2, 21, 4, 21, 10, 21, 2, 8, 26, 1, 26];
    [10, 3, 4, 39, 3, 39, 10, 39, 2, 3, 31, 5, 31, 2, 1, 12, 2, 12, 2, 2, 42, 6, 42, 3, 10, 79, 4, 79, 1, 79, 1, 9, 77, 2, 7, 77, 9, 77, 1, 6, 98, 1, 5, 55, 3, 8, 66, 9, 66, 1, 66];
    [10, 2, 2, 19, 9, 19, 3, 1, 83, 4, 83, 10, 83, 1, 4, 34, 3, 5, 92, 4, 92, 10, 92, 1, 7, 54, 2, 10, 79, 6, 79, 1, 9, 62, 1, 6, 37, 3, 3, 64, 2, 64, 7, 64, 3, 8, 43, 10, 43, 2, 43];
    [10, 2, 5, 60, 4, 60, 3, 3, 87, 10, 87, 2, 87, 1, 9, 24, 3, 6, 77, 2, 77, 3, 77, 2, 4, 69, 3, 69, 1, 8, 38, 3, 2, 87, 4, 87, 8, 87, 2, 7, 41, 3, 41, 1, 10, 83, 1, 1, 93];
    [10, 2, 9, 79, 1, 79, 2, 10, 77, 1, 77, 2, 3, 98, 10, 98, 2, 5, 96, 1, 96, 2, 4, 17, 3, 17, 2, 1, 44, 9, 44, 1, 8, 43, 2, 7, 75, 2, 75, 2, 2, 49, 5, 49, 3, 6, 25, 8, 25, 7, 25];
    [10, 2, 9, 35, 10, 35, 3, 8, 95, 6, 95, 9, 95, 2, 7, 9, 8, 9, 2, 10, 10, 7, 10, 1, 3, 35, 1, 2, 7, 1, 6, 28, 2, 5, 61, 6, 61, 2, 1, 95, 6, 95, 3, 4, 76, 7, 76, 10, 76];
    [10, 1, 5, 28, 2, 6, 59, 3, 59, 3, 4, 16, 8, 16, 6, 16, 2, 10, 43, 2, 43, 2, 1, 46, 7, 46, 1, 9, 50, 2, 7, 52, 9, 52, 3, 8, 27, 2, 27, 9, 27, 2, 3, 59, 1, 59, 1, 2, 91];
    [10, 1, 6, 9, 3, 5, 20, 3, 20, 8, 20, 1, 3, 39, 2, 7, 54, 1, 54, 1, 2, 45, 2, 8, 71, 7, 71, 3, 1, 87, 3, 87, 10, 87, 2, 4, 41, 2, 41, 2, 10, 43, 8, 43, 1, 9, 14];
    [10, 1, 2, 28, 3, 6, 33, 2, 33, 5, 33, 3, 1, 78, 10, 78, 8, 78, 3, 4, 26, 2, 26, 9, 26, 1, 3, 37, 3, 8, 8, 9, 8, 10, 8, 1, 9, 66, 2, 7, 89, 1, 89, 3, 10, 42, 1, 42, 9, 42, 2, 5, 33, 9, 33];
